created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2021-11-18T16:30:01+00:00,30,3607.277649634339,4205.877076766571,34,25.0,51.1,,,,
2021-11-18T16:31:02+00:00,31,3579.109738751385,4195.18088868827,34,25.0,48.8,,,,
2021-11-18T16:32:04+00:00,32,3579.109738751385,4184.4704808840925,34,25.0,51.0,,,,
2021-11-18T16:33:05+00:00,33,3579.109738751385,4173.743023599153,34,25.0,51.0,,,,
2021-11-18T16:34:06+00:00,34,3607.277649634339,4163.008574835148,34,25.0,51.2,,,,
2021-11-18T16:35:08+00:00,35,3624.541688277442,4152.246735993514,34,25.0,49.2,,,,
2021-11-18T16:36:13+00:00,36,3624.541688277442,4141.470361099425,34,25.0,49.2,,,,
2021-11-18T16:37:14+00:00,37,3624.541688277442,4129.958054299156,34,25.0,49.8,,,,
2021-11-18T16:38:16+00:00,38,3624.541688277442,4119.142206157033,34,25.0,50.9,,,,
2021-11-18T16:39:17+00:00,39,3624.541688277442,4108.30865787779,34,25.0,51.0,,,,
2021-11-18T16:40:18+00:00,40,3447.803235035655,4097.455383532081,33,25.0,49.6,,,,
2021-11-18T16:41:20+00:00,41,3447.803235035655,4086.5877905728407,33,25.0,50.3,,,,
2021-11-18T16:42:21+00:00,42,3589.8740087673546,4075.7020530313803,34,25.0,50.3,,,,
2021-11-18T16:43:23+00:00,43,3561.5373694386603,4064.777284801289,34,24.3,48.0,,,,
2021-11-18T16:44:24+00:00,44,3589.8740087673546,4053.8613918350206,34,24.4,50.7,,,,
2021-11-18T16:45:25+00:00,45,3589.8740087673546,4042.9194082405365,34,24.5,48.6,,,,
2021-11-18T16:46:27+00:00,46,3607.277649634339,4031.9680615076927,34,24.5,48.6,,,,
2021-11-18T16:47:28+00:00,47,3624.541688277442,4021.00383729101,34,24.5,48.6,,,,
2021-11-18T16:48:29+00:00,48,3579.109738751385,4010.0313654335378,34,24.7,51.1,,,,
2021-11-18T16:49:31+00:00,49,3624.541688277442,3999.027172944612,34,24.8,50.9,,,,
2021-11-18T16:50:32+00:00,50,3589.8740087673546,3988.0170128917916,34,24.8,51.3,,,,
2021-11-18T16:51:33+00:00,51,3579.109738751385,3976.9878416862857,34,24.8,50.7,,,,
2021-11-18T16:52:35+00:00,52,3579.109738751385,3965.9368194784797,34,24.8,50.9,,,,
2021-11-18T16:53:36+00:00,53,3579.109738751385,3954.8815292965633,34,24.8,51.0,,,,
2021-11-18T16:54:37+00:00,54,3669.4523110906985,3943.814596448041,30,24.8,51.0,,,,
2021-11-18T16:55:39+00:00,55,3561.5373694386603,3932.726435973953,28,24.8,48.0,,,,
2021-11-18T16:56:40+00:00,56,3596.5423772466834,3921.6155070184745,28,24.8,48.0,,,,
2021-11-18T16:57:41+00:00,57,3579.109738751385,3910.5032970540483,27,24.8,48.8,,,,
2021-11-18T16:58:43+00:00,58,3468.511830004998,3899.3719354433997,32,24.8,48.8,,,,
2021-11-18T16:59:44+00:00,59,3736.0846763271215,3888.2201816515635,28,24.8,49.2,,,,
2021-11-18T17:00:45+00:00,60,3596.5423772466834,3877.058428184745,28,24.8,51.2,,,,
2021-11-18T17:01:47+00:00,61,3579.109738751385,3865.875240848086,27,24.8,51.2,,,,
2021-11-18T17:02:48+00:00,62,3561.5373694386603,3854.6951994370193,32,24.8,51.2,,,,
2021-11-18T17:03:49+00:00,63,3641.6668261019727,3843.4966750739045,28,24.8,48.6,,,,
2021-11-18T17:04:51+00:00,64,3652.496830872513,3832.263128197607,28,24.8,48.6,,,,
2021-11-18T17:05:52+00:00,65,3752.5242713613857,3821.043177028776,27,24.8,48.9,,,,
2021-11-18T17:06:53+00:00,66,3579.109738751385,3809.7980784247666,28,24.8,49.0,,,,
2021-11-18T17:07:55+00:00,67,3607.277649634339,3798.550905162253,28,24.7,49.1,,,,
2021-11-18T17:08:56+00:00,68,3533.1605435865604,3787.2795172834885,33,24.7,49.1,,,,
2021-11-18T17:09:57+00:00,69,3429.42987816411,3775.99470648113,34,24.8,50.9,,,,
2021-11-18T17:10:59+00:00,70,3579.109738751385,3764.6933387320923,34,24.8,51.2,,,,
2021-11-18T17:12:00+00:00,71,3607.277649634339,3753.389529650817,34,24.8,51.2,,,,
2021-11-18T17:13:01+00:00,72,3624.541688277442,3742.075789700379,34,24.8,50.5,,,,
2021-11-18T17:14:03+00:00,73,3624.541688277442,3730.740153569087,34,24.8,50.5,,,,
2021-11-18T17:15:04+00:00,74,3641.6668261019727,3719.38828194606,34,24.8,48.1,,,,
2021-11-18T17:16:05+00:00,75,3624.541688277442,3708.026471507854,34,24.8,50.6,,,,
2021-11-18T17:17:07+00:00,76,3646.42121569331,3696.655313849745,34,24.8,48.4,,,,
2021-11-18T17:18:08+00:00,77,3663.4834690450552,3685.272025250272,35,24.8,48.4,,,,
2021-11-18T17:19:13+00:00,78,3504.744945422067,3673.872635345031,35,24.8,48.2,,,,
2021-11-18T17:20:14+00:00,79,3486.6988659027547,3661.7967357850875,34,24.8,48.2,,,,
2021-11-18T17:21:16+00:00,80,3641.6668261019727,3650.3743998744676,34,24.8,47.8,,,,
2021-11-18T17:22:17+00:00,81,3579.109738751385,3638.942254637829,34,24.9,50.3,,,,
2021-11-18T17:23:18+00:00,82,3579.109738751385,3627.493381609063,34,24.8,50.2,,,,
2021-11-18T17:24:20+00:00,83,3624.541688277442,3616.0494819909895,34,24.8,50.4,,,,
2021-11-18T17:25:21+00:00,84,3579.109738751385,3604.582161055371,34,24.8,48.2,,,,
2021-11-18T17:26:22+00:00,85,3607.277649634339,3593.1097598015017,34,24.8,48.2,,,,
2021-11-18T17:27:24+00:00,86,3624.541688277442,3581.622313348091,34,24.8,48.4,,,,
2021-11-18T17:28:25+00:00,87,3494.3621872407616,3570.1283887197983,35,24.8,48.6,,,,
2021-11-18T17:29:26+00:00,88,3624.541688277442,3558.6173474365523,34,24.8,48.9,,,,
2021-11-18T17:30:28+00:00,89,3579.109738751385,3547.093986113245,34,24.8,48.9,,,,
2021-11-18T17:31:29+00:00,90,3579.109738751385,3535.556142185293,34,24.9,48.8,,,,
2021-11-18T17:32:30+00:00,91,3646.42121569331,3524.0124975317462,35,24.9,48.8,,,,
2021-11-18T17:33:32+00:00,92,3641.6668261019727,3512.457650566841,34,24.9,48.8,,,,
2021-11-18T17:34:33+00:00,93,3624.541688277442,3500.8890403688856,34,24.9,48.8,,,,
2021-11-18T17:35:35+00:00,94,3641.6668261019727,3489.308318469801,34,25.0,51.0,,,,
2021-11-18T17:36:36+00:00,95,3641.6668261019727,3477.724315458153,34,25.0,51.0,,,,
2021-11-18T17:37:37+00:00,96,3624.541688277442,3466.1433507079046,34,25.0,49.0,,,,
2021-11-18T17:38:39+00:00,97,3596.5423772466834,3454.542640773583,34,25.0,49.0,,,,
2021-11-18T17:39:40+00:00,98,3624.541688277442,3442.9313454031335,34,25.0,49.0,,,,
2021-11-18T17:40:41+00:00,99,3624.541688277442,3431.3134237295244,34,25.1,49.0,,,,
2021-11-18T17:41:43+00:00,100,3596.5423772466834,3419.6822033479425,34,25.0,50.9,,,,
2021-11-18T17:42:44+00:00,101,3624.541688277442,3408.0309905561635,34,25.1,51.3,,,,
2021-11-18T17:43:45+00:00,102,3624.541688277442,3396.374192759074,34,25.1,51.0,,,,
2021-11-18T17:44:47+00:00,103,3641.6668261019727,3384.727912721631,34,25.1,51.0,,,,
2021-11-18T17:45:48+00:00,104,3607.277649634339,3373.0735862077613,34,25.1,51.0,,,,
2021-11-18T17:46:49+00:00,105,3624.541688277442,3361.4064246660528,34,25.2,51.5,,,,
2021-11-18T17:47:51+00:00,106,3741.357592112662,3349.7344704402535,32,25.2,49.0,,,,
2021-11-18T17:48:52+00:00,107,3741.357592112662,3338.043209660723,32,25.2,49.0,,,,
2021-11-18T17:49:53+00:00,108,3589.8740087673546,3326.346607102895,34,25.2,48.8,,,,
2021-11-18T17:50:55+00:00,109,3607.277649634339,3314.644365848958,34,25.3,50.5,,,,
2021-11-18T17:51:56+00:00,110,3624.541688277442,3302.926535445598,34,25.3,48.6,,,,
2021-11-18T17:52:57+00:00,111,3624.541688277442,3291.2041865433694,34,25.2,48.8,,,,
2021-11-18T17:53:59+00:00,112,3624.541688277442,3279.4686193176726,34,25.2,48.8,,,,
2021-11-18T17:55:00+00:00,113,3624.541688277442,3267.733279572093,34,25.3,48.7,,,,
2021-11-18T17:56:01+00:00,114,3663.4834690450552,3255.9866448564353,34,25.3,49.0,,,,
2021-11-18T17:57:03+00:00,115,3624.541688277442,3244.235026604725,34,25.4,51.3,,,,
2021-11-18T17:58:04+00:00,116,3624.541688277442,3232.466129713268,34,25.3,50.6,,,,
2021-11-18T17:59:06+00:00,117,3624.541688277442,3220.698079640431,34,25.4,48.4,,,,
2021-11-18T18:00:07+00:00,118,3589.8740087673546,3208.9208319073114,34,25.4,48.6,,,,
2021-11-18T18:01:08+00:00,119,3579.109738751385,3197.138691648981,34,25.3,51.1,,,,
2021-11-18T18:02:14+00:00,120,3589.8740087673546,3184.499677643187,34,25.4,48.6,,,,
2021-11-18T18:03:15+00:00,121,3589.8740087673546,3172.69836186208,34,25.4,50.3,,,,
2021-11-18T18:04:17+00:00,122,3589.8740087673546,3160.8920221664043,34,25.4,50.2,,,,
2021-11-18T18:05:18+00:00,123,3561.5373694386603,3149.0875817499527,34,25.4,48.2,,,,
2021-11-18T18:06:20+00:00,124,3589.8740087673546,3137.26797329973,34,25.4,50.3,,,,
2021-11-18T18:07:21+00:00,125,3561.5373694386603,3125.4478170257144,34,25.4,50.3,,,,
2021-11-18T18:08:22+00:00,126,3561.5373694386603,3113.6254822488872,34,25.4,48.3,,,,
2021-11-18T18:09:24+00:00,127,3561.5373694386603,3101.7991717668633,34,25.3,47.8,,,,
2021-11-18T18:10:25+00:00,128,3589.8740087673546,3089.974172786128,34,25.3,50.4,,,,
2021-11-18T18:11:26+00:00,129,3607.277649634339,3078.127199680587,34,25.3,48.3,,,,
2021-11-18T18:12:28+00:00,130,3579.109738751385,3066.2729920357656,34,25.3,50.1,,,,
2021-11-18T18:13:29+00:00,131,3579.109738751385,3054.4212474342485,34,25.3,50.1,,,,
2021-11-18T18:14:30+00:00,132,3589.8740087673546,3042.562486448347,34,25.3,50.1,,,,
2021-11-18T18:15:32+00:00,133,3589.8740087673546,3030.706555095444,34,25.3,48.2,,,,
2021-11-18T18:16:33+00:00,134,3579.109738751385,3018.8422770712946,34,25.3,50.0,,,,
2021-11-18T18:17:34+00:00,135,3579.109738751385,3006.9716482009335,34,25.3,47.9,,,,
2021-11-18T18:18:36+00:00,136,3561.5373694386603,2995.094619109851,34,25.4,50.0,,,,
2021-11-18T18:19:37+00:00,137,3589.8740087673546,2983.2157922486713,34,25.3,50.0,,,,
2021-11-18T18:20:38+00:00,138,3607.277649634339,2971.3353884712797,34,25.3,48.2,,,,
2021-11-18T18:21:40+00:00,139,3607.277649634339,2959.4487631450593,34,25.3,48.2,,,,
2021-11-18T18:22:41+00:00,140,3607.277649634339,2947.541445354899,34,25.4,48.3,,,,
2021-11-18T18:23:43+00:00,141,3607.277649634339,2935.648897258137,34,25.4,50.1,,,,
2021-11-18T18:24:44+00:00,142,3589.8740087673546,2923.7470515040727,34,25.4,50.1,,,,
2021-11-18T18:25:45+00:00,143,3589.8740087673546,2911.8389722237157,34,25.4,50.1,,,,
2021-11-18T18:26:47+00:00,144,3624.541688277442,2899.9325459515812,34,25.4,49.0,,,,
2021-11-18T18:27:48+00:00,145,3624.541688277442,2888.005937511843,34,25.3,49.8,,,,
2021-11-18T18:28:49+00:00,146,3607.277649634339,2876.0937262361776,34,25.3,49.8,,,,
2021-11-18T18:29:51+00:00,147,3607.277649634339,2864.176576833202,34,25.4,49.5,,,,
2021-11-18T18:30:52+00:00,148,3607.277649634339,2852.263925937439,34,25.4,49.4,,,,
2021-11-18T18:31:53+00:00,149,3624.541688277442,2840.3565790068096,34,25.4,49.4,,,,
2021-11-18T18:32:55+00:00,150,3624.541688277442,2828.4312614685296,34,25.4,47.6,,,,
2021-11-18T18:33:56+00:00,151,3494.3621872407616,2816.507304046224,34,25.4,47.2,,,,
2021-11-18T18:34:57+00:00,152,3561.5373694386603,2804.5771001080034,34,25.4,49.5,,,,
2021-11-18T18:35:59+00:00,153,3607.277649634339,2792.6442826841608,34,25.4,49.4,,,,
2021-11-18T18:37:00+00:00,154,3589.8740087673546,2780.71715252149,34,25.4,49.4,,,,
2021-11-18T18:38:01+00:00,155,3579.109738751385,2768.779545783539,34,25.4,47.3,,,,
2021-11-18T18:39:03+00:00,156,3607.277649634339,2756.843646002974,34,25.4,49.5,,,,
2021-11-18T18:40:04+00:00,157,3589.8740087673546,2744.889282051591,34,25.4,49.0,,,,
2021-11-18T18:41:06+00:00,158,3561.5373694386603,2732.949626776619,34,25.4,49.2,,,,
2021-11-18T18:42:07+00:00,159,3589.8740087673546,2721.0063110437445,34,25.4,47.0,,,,
2021-11-18T18:43:08+00:00,160,3561.5373694386603,2709.06663363315,34,25.4,47.0,,,,
2021-11-18T18:44:13+00:00,161,3579.109738751385,2697.126937414094,34,25.4,47.0,,,,
2021-11-18T18:45:14+00:00,162,3561.5373694386603,2684.486968213453,34,25.4,47.0,,,,
2021-11-18T18:46:16+00:00,163,3561.5373694386603,2672.542411764823,34,25.4,49.0,,,,
2021-11-18T18:47:17+00:00,164,3429.42987816411,2660.595253190788,33,25.4,48.8,,,,
2021-11-18T18:48:19+00:00,165,3607.277649634339,2648.647617383849,34,25.4,49.2,,,,
2021-11-18T18:49:20+00:00,166,3607.277649634339,2636.709708516937,34,25.4,49.0,,,,
2021-11-18T18:50:21+00:00,167,3607.277649634339,2624.765443197615,34,25.4,49.0,,,,
2021-11-18T18:51:23+00:00,168,3607.277649634339,2612.8207795447947,34,25.3,46.8,,,,
2021-11-18T18:52:24+00:00,169,3607.277649634339,2600.8703146600246,34,25.3,48.7,,,,
2021-11-18T18:53:25+00:00,170,3607.277649634339,2588.914006356213,34,25.3,46.5,,,,
2021-11-18T18:54:27+00:00,171,3624.541688277442,2576.966449536908,34,25.2,46.9,,,,
2021-11-18T18:55:28+00:00,172,3663.4834690450552,2565.0313080136184,34,25.3,48.9,,,,
2021-11-18T18:56:29+00:00,173,3624.541688277442,2553.0948991662653,34,25.3,48.9,,,,
2021-11-18T18:57:31+00:00,174,3641.6668261019727,2541.1455808875403,34,25.2,49.0,,,,
2021-11-18T18:58:32+00:00,175,3624.541688277442,2529.2009963198693,34,25.2,46.8,,,,
2021-11-18T18:59:33+00:00,176,3596.5423772466834,2517.257510625837,34,25.2,48.6,,,,
2021-11-18T19:00:35+00:00,177,3596.5423772466834,2505.309345013832,34,25.2,48.8,,,,
2021-11-18T19:01:36+00:00,178,3596.5423772466834,2493.367082620702,34,25.2,46.7,,,,
2021-11-18T19:02:37+00:00,179,3624.541688277442,2481.4234348087575,34,25.2,46.7,,,,
2021-11-18T19:03:39+00:00,180,3624.541688277442,2469.4759243267395,34,25.2,47.0,,,,
2021-11-18T19:04:40+00:00,181,3607.277649634339,2457.545472327302,34,25.2,47.0,,,,
2021-11-18T19:05:41+00:00,182,3607.277649634339,2445.611900551085,34,25.2,46.3,,,,
2021-11-18T19:06:43+00:00,183,3607.277649634339,2433.680498431505,34,25.2,46.3,,,,
2021-11-18T19:07:44+00:00,184,3652.496830872513,2421.7475326177987,34,25.2,46.2,,,,
2021-11-18T19:08:45+00:00,185,3630.99114563341,2409.8275130914503,29,25.2,48.8,,,,
2021-11-18T19:09:47+00:00,186,3494.3621872407616,2397.899038342688,33,25.2,49.1,,,,
2021-11-18T19:10:48+00:00,187,3447.803235035655,2385.977916170396,34,25.2,49.1,,,,
2021-11-18T19:11:49+00:00,188,3458.0815208361846,2374.0715853324236,33,25.2,48.9,,,,
2021-11-18T19:12:51+00:00,189,3515.2803949653435,2362.1613951562954,33,25.2,48.6,,,,
2021-11-18T19:13:52+00:00,190,3494.3621872407616,2350.251298806816,33,25.2,47.0,,,,
2021-11-18T19:14:53+00:00,191,3476.2920183266256,2338.3449419000185,33,25.1,47.2,,,,
2021-11-18T19:15:55+00:00,192,3476.2920183266256,2326.440884622676,33,25.1,47.0,,,,
2021-11-18T19:16:56+00:00,193,3476.2920183266256,2314.549903881585,33,25.0,49.1,,,,
2021-11-18T19:17:57+00:00,194,3522.6506230029586,2302.666559130219,35,25.0,49.2,,,,
2021-11-18T19:18:59+00:00,195,3522.6506230029586,2290.773391311424,35,25.0,50.0,,,,
2021-11-18T19:20:00+00:00,196,3504.744945422067,2278.894186546727,35,25.0,48.5,,,,
2021-11-18T19:21:01+00:00,197,3663.4834690450552,2267.0002635606866,35,25.0,49.2,,,,
2021-11-18T19:22:03+00:00,198,3429.42987816411,2255.1242029292307,33,25.0,49.2,,,,
2021-11-18T19:23:04+00:00,199,3561.5373694386603,2243.232320479726,35,25.0,51.4,,,,
2021-11-18T19:24:06+00:00,200,3561.5373694386603,2231.35789970459,35,25.0,51.4,,,,
2021-11-18T19:25:07+00:00,201,3522.6506230029586,2219.453352060994,35,24.9,49.0,,,,
2021-11-18T19:26:08+00:00,202,0,2207.5923425394662,0,24.9,48.9,,,,
2021-11-18T19:27:13+00:00,203,0,2195.7373124011906,0,24.8,48.8,,,,
2021-11-18T19:28:15+00:00,204,0,2183.191769398869,0,24.8,48.8,,,,
2021-11-18T19:29:16+00:00,205,0,2171.347550750171,0,24.8,51.2,,,,
2021-11-18T19:30:17+00:00,206,0,2159.5084588756135,0,24.7,50.6,,,,
2021-11-18T19:31:19+00:00,207,0,2147.6778354786716,0,24.7,50.8,,,,
2021-11-18T19:32:20+00:00,208,0,2135.8405318049818,0,24.7,50.8,,,,
2021-11-18T19:33:21+00:00,209,0,2124.026675005439,0,24.7,50.8,,,,
2021-11-18T19:34:23+00:00,210,0,2112.214992443396,0,24.7,48.3,,,,
2021-11-18T19:35:24+00:00,211,0,2100.4117012141737,0,24.7,50.4,,,,
2021-11-18T19:36:25+00:00,212,0,2088.6136139869495,0,24.7,48.7,,,,
2021-11-18T19:37:27+00:00,213,0,2076.8209236783496,0,24.7,48.5,,,,
2021-11-18T19:38:28+00:00,214,0,2065.0310893127107,0,24.7,48.5,,,,
2021-11-18T19:39:29+00:00,215,0,2053.2558240454273,0,24.8,47.9,,,,
2021-11-18T19:40:31+00:00,216,0,2041.488825849818,0,24.8,50.3,,,,
2021-11-18T19:41:32+00:00,217,0,2029.7356392833244,0,24.7,48.1,,,,
2021-11-18T19:42:33+00:00,218,0,2017.9838720603111,0,24.7,49.9,,,,
2021-11-18T19:43:35+00:00,219,0,2006.2454237152367,0,24.8,50.1,,,,
2021-11-18T19:44:36+00:00,220,0,1994.4895723869731,0,24.8,50.0,,,,
2021-11-18T19:45:37+00:00,221,0,1982.7701119748137,0,24.8,48.1,,,,
2021-11-18T19:46:39+00:00,222,0,1971.0516320296192,0,24.8,48.1,,,,
2021-11-18T19:47:40+00:00,223,0,1959.3449543483734,0,24.7,48.1,,,,
2021-11-18T19:48:41+00:00,224,0,1947.6469925838255,0,24.7,48.0,,,,
2021-11-18T19:49:43+00:00,225,0,1935.9698632588706,0,24.7,50.2,,,,
2021-11-18T19:50:44+00:00,226,0,1924.2912442599466,0,24.6,50.1,,,,
2021-11-18T19:51:45+00:00,227,0,1912.6294055657,0,24.7,50.1,,,,
2021-11-18T19:52:47+00:00,228,0,1900.9788040462684,0,24.7,49.5,,,,
2021-11-18T19:53:48+00:00,229,0,1889.330022066898,0,24.7,49.4,,,,
2021-11-18T19:54:49+00:00,230,0,1877.6969384349568,0,24.8,49.5,,,,
2021-11-18T19:55:51+00:00,231,0,1866.0769840327287,0,24.7,49.6,,,,
2021-11-18T19:56:52+00:00,232,0,1854.4593136022004,0,24.7,49.2,,,,
2021-11-18T19:57:53+00:00,233,0,1842.852545846963,0,24.7,47.4,,,,
2021-11-18T19:58:55+00:00,234,0,1831.2503303532023,0,24.7,48.1,,,,
2021-11-18T19:59:56+00:00,235,0,1819.6657795170574,0,24.7,49.2,,,,
2021-11-18T20:00:57+00:00,236,0,1808.0921989343428,0,24.7,49.0,,,,
2021-11-18T20:01:59+00:00,237,0,1796.5314351456086,0,24.7,47.0,,,,
2021-11-18T20:03:00+00:00,238,0,1784.9844057157893,0,24.7,49.3,,,,
2021-11-18T20:04:01+00:00,239,0,1773.4464377637248,0,24.8,49.0,,,,
2021-11-18T20:05:03+00:00,240,0,1761.9243340682801,0,24.7,49.4,,,,
2021-11-18T20:06:04+00:00,241,0,1750.4142375486117,0,24.7,49.3,,,,
2021-11-18T20:07:05+00:00,242,0,1738.9125144296988,0,24.7,49.3,,,,
2021-11-18T20:08:07+00:00,243,0,1727.428447543714,0,24.8,46.8,,,,
2021-11-18T20:09:08+00:00,244,0,1715.9496369411788,0,24.8,46.8,,,,
2021-11-18T20:10:13+00:00,245,0,1704.491775061099,0,24.7,46.8,,,,
2021-11-18T20:11:15+00:00,246,0,1692.343059070179,0,24.7,46.8,,,,
2021-11-18T20:12:16+00:00,247,0,1680.9153635546138,0,24.7,46.8,,,,
2021-11-18T20:13:17+00:00,248,0,1669.4960497034933,0,24.7,46.8,,,,
2021-11-18T20:14:19+00:00,249,0,1658.0901959677315,0,24.7,48.8,,,,
2021-11-18T20:15:20+00:00,250,0,1646.7035296681588,0,24.7,48.3,,,,
2021-11-18T20:16:21+00:00,251,0,1635.3338658762436,0,24.6,48.4,,,,
2021-11-18T20:17:23+00:00,252,0,1623.9850253180236,0,24.6,46.3,,,,
2021-11-18T20:18:24+00:00,253,0,1612.6529546691486,0,24.6,48.8,,,,
2021-11-18T20:19:25+00:00,254,0,1601.3284306683552,0,24.6,47.0,,,,
2021-11-18T20:20:27+00:00,255,0,1590.020843552872,0,24.6,48.4,,,,
2021-11-18T20:21:28+00:00,256,0,1578.7275450638488,0,24.7,48.2,,,,
2021-11-18T20:22:29+00:00,257,0,1567.4543667433927,0,24.7,48.3,,,,
2021-11-18T20:23:31+00:00,258,0,1556.191614560194,0,24.7,46.1,,,,
2021-11-18T20:24:32+00:00,259,0,1544.9518609370775,0,24.7,48.1,,,,
2021-11-18T20:25:33+00:00,260,0,1533.7321729079833,0,24.7,48.4,,,,
2021-11-18T20:26:35+00:00,261,0,1522.5173671338218,0,24.7,48.1,,,,
2021-11-18T20:27:36+00:00,262,0,1511.3410022093456,0,24.7,48.7,,,,
2021-11-18T20:28:37+00:00,263,0,1500.1793267961573,0,24.7,48.7,,,,
2021-11-18T20:29:39+00:00,264,0,1489.0387831616204,0,24.7,48.7,,,,
2021-11-18T20:30:40+00:00,265,0,1477.9027423568305,0,24.6,48.6,,,,
2021-11-18T20:31:41+00:00,266,0,1466.7852894887785,0,24.6,48.4,,,,
2021-11-18T20:32:43+00:00,267,0,1455.7038861730748,0,24.6,48.4,,,,
2021-11-18T20:33:44+00:00,268,0,1444.6332727074655,0,24.6,48.3,,,,
2021-11-18T20:34:45+00:00,269,0,1433.5873404430856,0,24.6,48.0,,,,
2021-11-18T20:35:46+00:00,270,0,1422.558292534002,0,24.7,48.0,,,,
2021-11-18T20:36:48+00:00,271,0,1411.54709092223,0,24.7,48.0,,,,
2021-11-18T20:37:49+00:00,272,0,1400.5578797807318,0,24.7,48.0,,,,
2021-11-18T20:38:50+00:00,273,0,1389.5879526588885,0,24.6,47.8,,,,
2021-11-18T20:39:52+00:00,274,0,1378.6330640599376,0,24.6,45.7,,,,
2021-11-18T20:40:53+00:00,275,0,1367.6928316824517,0,24.6,45.9,,,,
2021-11-18T20:41:54+00:00,276,0,1356.7843521346203,0,24.6,45.9,,,,
2021-11-18T20:42:56+00:00,277,0,1345.897367688541,0,24.6,45.9,,,,
2021-11-18T20:43:57+00:00,278,0,1335.0314325156205,0,24.5,46.8,,,,
2021-11-18T20:44:58+00:00,279,0,1324.1894909491161,0,24.5,48.9,,,,
2021-11-18T20:46:00+00:00,280,0,1313.3705547465588,0,24.4,47.0,,,,
2021-11-18T20:47:01+00:00,281,0,1302.5774898066636,0,24.4,49.1,,,,
2021-11-18T20:48:02+00:00,282,0,1291.8151464588266,0,24.4,47.3,,,,
2021-11-18T20:49:04+00:00,283,0,1281.0673938493262,0,24.4,49.1,,,,
2021-11-18T20:50:05+00:00,284,0,1270.3470082953272,0,24.4,49.1,,,,
2021-11-18T20:51:06+00:00,285,0,1259.6537651585656,0,24.5,47.4,,,,
2021-11-18T20:52:08+00:00,286,0,1248.9724950582158,0,24.5,47.2,,,,
2021-11-18T20:53:13+00:00,287,0,1238.3328148637504,0,24.5,49.5,,,,
2021-11-18T20:54:15+00:00,288,0,1226.9755152067216,0,24.5,49.5,,,,
2021-11-18T20:55:16+00:00,289,0,1216.3790568393674,0,24.6,47.5,,,,
2021-11-18T20:56:17+00:00,290,0,1205.8073938353834,0,24.6,47.5,,,,
