TIME,Angry,Happy,Neutral,Sad,Surprise
2021-12-18 16:53:51.673561+00:00,0.07496119,0.008854363,0.71992093,0.18166676,0.014596762
2021-12-18 16:53:53.170091+00:00,0.07297712,0.010064733,0.72326857,0.18038803,0.013301552
2021-12-18 16:53:54.667016+00:00,0.06850607,0.0058451053,0.7478829,0.15370531,0.02406066
2021-12-18 16:53:56.161930+00:00,0.061851405,0.0064500566,0.7697812,0.14343634,0.018480968
2021-12-18 16:53:57.662283+00:00,0.055692505,0.006794112,0.7905438,0.13150783,0.015461767
2021-12-18 16:53:59.171434+00:00,0.053512037,0.0068147625,0.79737157,0.12576102,0.01654063
2021-12-18 16:54:00.660555+00:00,0.06369566,0.006644138,0.7627051,0.14608446,0.02087062
2021-12-18 16:54:02.169013+00:00,0.07374284,0.008734707,0.72530895,0.18082365,0.011389892
2021-12-18 16:54:03.762686+00:00,0.06396804,0.0076008784,0.7609363,0.14794883,0.019546002
2021-12-18 16:54:05.277419+00:00,0.07695244,0.010178992,0.7102156,0.19336592,0.009286999
2021-12-18 16:54:06.765870+00:00,0.08133196,0.011958997,0.68924135,0.21275136,0.0047162664
2021-12-18 16:54:08.257955+00:00,0.07543412,0.011864813,0.70681304,0.20164686,0.004241218
2021-12-18 16:54:09.774396+00:00,0.059785288,0.008678413,0.77152616,0.14392291,0.016087098
2021-12-18 16:54:11.220500+00:00,0.05889183,0.0072885687,0.7771457,0.13692603,0.019747892
2021-12-18 16:54:12.722302+00:00,0.07125039,0.007025839,0.74002814,0.16096486,0.02073088
2021-12-18 16:54:14.215533+00:00,0.08916821,0.010047219,0.670695,0.22510895,0.004980546
2021-12-18 16:54:15.724608+00:00,0.09867525,0.011474232,0.6389128,0.24536723,0.0055705397
2021-12-18 16:54:17.217574+00:00,0.0681412,0.009339743,0.7397071,0.16582775,0.016984245
2021-12-18 16:54:18.721837+00:00,0.071295135,0.009245706,0.73079854,0.17077576,0.017884882
2021-12-18 16:54:20.062915+00:00,0.076286115,0.007844553,0.71923184,0.1807119,0.01592551
2021-12-18 16:54:21.572283+00:00,0.07540537,0.0058638724,0.728736,0.16781658,0.022178221
2021-12-18 16:54:22.974182+00:00,0.08562834,0.0067553883,0.6973763,0.18982665,0.020413378
2021-12-18 16:54:24.563994+00:00,0.10221289,0.0104314545,0.63574046,0.24578953,0.005825694
2021-12-18 16:54:26.060708+00:00,0.07412898,0.008402916,0.72647166,0.17789437,0.013102068
2021-12-18 16:54:27.565824+00:00,0.059115935,0.009560747,0.7648758,0.1358087,0.030638754
2021-12-18 16:54:29.058213+00:00,0.06016518,0.008453304,0.76937217,0.1400691,0.021940108
2021-12-18 16:54:30.566078+00:00,0.0780879,0.010034638,0.7094755,0.19212715,0.010274813
2021-12-18 16:54:32.072819+00:00,0.09064059,0.010187284,0.6704671,0.22175574,0.0069493265
2021-12-18 16:54:36.652033+00:00,0.059766818,0.008474513,0.77332306,0.14464693,0.013788536
2021-12-18 16:54:38.109125+00:00,0.058949318,0.007699217,0.77582705,0.13699323,0.020531144
2021-12-18 16:54:39.575694+00:00,0.06911393,0.006906862,0.74689204,0.1594534,0.017633637
2021-12-18 16:54:41.054210+00:00,0.08173547,0.007090954,0.7046368,0.19254102,0.0139958095
2021-12-18 16:54:42.516252+00:00,0.08038057,0.009711054,0.69764423,0.20791167,0.004352517
2021-12-18 16:54:43.999410+00:00,0.067806736,0.009016157,0.74276316,0.1715727,0.008841315
2021-12-18 16:54:45.471049+00:00,0.06448268,0.0075263917,0.75834084,0.15548322,0.014166761
2021-12-18 16:54:47.056169+00:00,0.0627558,0.005537184,0.77052236,0.14472136,0.016463302
2021-12-18 16:54:48.519989+00:00,0.056806266,0.0063268743,0.788255,0.13388883,0.014722901
2021-12-18 16:54:49.994698+00:00,0.07142737,0.008596431,0.7341496,0.17498119,0.010845434
2021-12-18 16:54:51.483560+00:00,0.063784786,0.0073637185,0.76240295,0.15214477,0.014303684
2021-12-18 16:54:52.966211+00:00,0.0620849,0.0068028853,0.76957494,0.14610246,0.015434992
2021-12-18 16:54:54.473303+00:00,0.064158306,0.006091152,0.764282,0.14833598,0.017132524
2021-12-18 16:54:55.968697+00:00,0.06503451,0.007046802,0.7577201,0.15918179,0.011016866
2021-12-18 16:54:57.404059+00:00,0.06738161,0.00721196,0.75227386,0.15929411,0.01383839
2021-12-18 16:54:58.875531+00:00,0.06944861,0.008871869,0.7386465,0.1725666,0.010466448
2021-12-18 16:55:00.179967+00:00,0.07101632,0.00890089,0.7361164,0.17073491,0.013231716
2021-12-18 16:55:01.207541+00:00,0.07601775,0.008248328,0.7221348,0.18280654,0.010792672
2021-12-18 16:55:02.211792+00:00,0.07601775,0.008248328,0.7221348,0.18280654,0.010792672
2021-12-18 16:55:03.213794+00:00,0.07601775,0.008248328,0.7221348,0.18280654,0.010792672
2021-12-18 16:55:04.211781+00:00,0.07601775,0.008248328,0.7221348,0.18280654,0.010792672
2021-12-18 16:55:05.187681+00:00,0.07601775,0.008248328,0.7221348,0.18280654,0.010792672
2021-12-18 16:55:06.251993+00:00,0.07591612,0.008111646,0.7227232,0.18186432,0.011384824
2021-12-18 16:55:07.663555+00:00,0.08232538,0.009554679,0.6949455,0.1796574,0.033516992
2021-12-18 16:55:09.103807+00:00,0.07591813,0.010334944,0.71446604,0.17887612,0.020404803
2021-12-18 16:55:10.533670+00:00,0.06568553,0.0056703156,0.76096517,0.15031043,0.017368529
2021-12-18 16:55:11.987054+00:00,0.07337483,0.0058164084,0.7359312,0.16701889,0.017858824
2021-12-18 16:55:13.503163+00:00,0.062261205,0.009329778,0.75977474,0.14414988,0.024484407
2021-12-18 16:55:14.978615+00:00,0.07593636,0.006582874,0.72563046,0.17346841,0.018381875
2021-12-18 16:55:16.210010+00:00,0.061763108,0.0073482576,0.76702857,0.14197116,0.021888843
2021-12-18 16:55:17.208016+00:00,0.053651687,0.008011117,0.7917066,0.12522888,0.021401685
2021-12-18 16:55:18.242796+00:00,0.055702247,0.007341075,0.7876887,0.13004723,0.01922084
2021-12-18 16:55:19.251455+00:00,0.07051103,0.0066440343,0.7431852,0.1630338,0.016626121
2021-12-18 16:55:20.319739+00:00,0.06381754,0.0056450274,0.76548606,0.14625545,0.018795788
2021-12-18 16:55:21.540962+00:00,0.06530029,0.007296124,0.75567377,0.14966993,0.022059876
2021-12-18 16:55:22.818072+00:00,0.06846879,0.009055611,0.74030507,0.15602632,0.026144182
2021-12-18 16:55:24.169694+00:00,0.069874726,0.009166109,0.7327048,0.16006452,0.02818991
2021-12-18 16:55:25.572335+00:00,0.072280414,0.008246228,0.72986203,0.1628695,0.026741663
2021-12-18 16:55:26.937657+00:00,0.073015645,0.008985559,0.72512233,0.16446097,0.028415412
2021-12-18 16:55:28.094638+00:00,0.07377723,0.010724454,0.7110074,0.16347615,0.04101479
2021-12-18 16:55:29.186249+00:00,0.07073138,0.011691237,0.71602434,0.1578576,0.043695364
2021-12-18 16:55:30.178264+00:00,0.070290476,0.012884745,0.7131735,0.1571498,0.0465014
2021-12-18 16:55:31.186247+00:00,0.06359906,0.008018831,0.75664824,0.14542665,0.026307013
2021-12-18 16:55:32.251417+00:00,0.06398683,0.0076691657,0.7593556,0.14760754,0.021380637
2021-12-18 16:55:33.283354+00:00,0.071008004,0.00714903,0.7329946,0.15635961,0.03248871
2021-12-18 16:55:34.394843+00:00,0.07702077,0.008632214,0.70625806,0.16616975,0.041919217
2021-12-18 16:55:35.518143+00:00,0.06367541,0.010870021,0.7565692,0.15641734,0.012468012
2021-12-18 16:55:36.642069+00:00,0.06736999,0.01591399,0.7122577,0.15365192,0.050806418
2021-12-18 16:55:37.620779+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:38.641052+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:39.628342+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:40.641087+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:41.624423+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:42.642170+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:43.623421+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:44.642136+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:45.617726+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:46.642277+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:47.623687+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:48.641479+00:00,0.07038165,0.015083373,0.7091674,0.16006629,0.045301393
2021-12-18 16:55:49.650384+00:00,0.06554557,0.013431207,0.73831666,0.15430774,0.028398795
2021-12-18 16:55:50.712735+00:00,0.065984875,0.015005364,0.72924113,0.15316612,0.036602844
2021-12-18 16:55:51.861840+00:00,0.0697095,0.01659297,0.7034389,0.15762849,0.052630246
2021-12-18 16:55:52.849662+00:00,0.06991587,0.014205247,0.7261844,0.16818254,0.02151214
2021-12-18 16:55:53.889652+00:00,0.059551124,0.011274558,0.76666206,0.14283329,0.019679034
2021-12-18 16:55:54.849668+00:00,0.059551124,0.011274558,0.76666206,0.14283329,0.019679034
2021-12-18 16:55:55.888771+00:00,0.059551124,0.011274558,0.76666206,0.14283329,0.019679034
2021-12-18 16:55:56.854954+00:00,0.059551124,0.011274558,0.76666206,0.14283329,0.019679034
2021-12-18 16:55:57.940341+00:00,0.065886945,0.018665506,0.69969,0.1487443,0.06701322
2021-12-18 16:55:58.979711+00:00,0.073395714,0.017655017,0.67641693,0.1615967,0.070935585
2021-12-18 16:55:59.985171+00:00,0.06480955,0.015339198,0.7258968,0.14833115,0.04562342
2021-12-18 16:56:00.977262+00:00,0.06480955,0.015339198,0.7258968,0.14833115,0.04562342
2021-12-18 16:56:02.059416+00:00,0.06387553,0.0158916,0.72837454,0.14654721,0.04531129
2021-12-18 16:56:03.089403+00:00,0.0740051,0.01527796,0.696257,0.16618487,0.0482749
2021-12-18 16:56:04.060399+00:00,0.07403705,0.015259596,0.6961428,0.16622593,0.04833456
2021-12-18 16:56:05.089306+00:00,0.07403705,0.015259596,0.6961428,0.16622593,0.04833456
2021-12-18 16:56:06.051768+00:00,0.067766786,0.015870705,0.71130913,0.15267967,0.0523734
2021-12-18 16:56:07.087274+00:00,0.06548669,0.016092924,0.7168243,0.14775376,0.053842075
2021-12-18 16:56:08.051856+00:00,0.06548669,0.016092924,0.7168243,0.14775376,0.053842075
2021-12-18 16:56:09.087824+00:00,0.06548669,0.016092924,0.7168243,0.14775376,0.053842075
2021-12-18 16:56:10.051395+00:00,0.06548669,0.016092924,0.7168243,0.14775376,0.053842075
2021-12-18 16:56:11.089247+00:00,0.06505672,0.021419758,0.68813074,0.14514917,0.0802436
2021-12-18 16:56:12.187868+00:00,0.07431254,0.028163722,0.6353818,0.1729458,0.08919612
2021-12-18 16:56:13.440007+00:00,0.083164215,0.023686107,0.6644028,0.21716078,0.011586308
2021-12-18 16:56:14.437623+00:00,0.08433556,0.027198372,0.6561882,0.21723555,0.015042582
2021-12-18 16:56:15.488250+00:00,0.07897248,0.024879254,0.6247882,0.17117044,0.100189455
2021-12-18 16:56:16.480525+00:00,0.08194856,0.023320746,0.6171275,0.17531396,0.10228932
2021-12-18 16:56:17.523788+00:00,0.07894414,0.024316436,0.6245887,0.17032775,0.10182309
2021-12-18 16:56:19.055459+00:00,0.07363191,0.026552904,0.5803824,0.15260555,0.16682714
2021-12-18 16:56:20.572059+00:00,0.06078594,0.01618326,0.74714667,0.14374451,0.032139607
2021-12-18 16:56:22.131971+00:00,0.060273495,0.014660672,0.753781,0.14286233,0.02842257
2021-12-18 16:56:23.592260+00:00,0.06306552,0.0149258105,0.7425558,0.14856029,0.030892562
2021-12-18 16:56:25.079440+00:00,0.06396285,0.013673422,0.7429079,0.1506122,0.028843654
2021-12-18 16:56:26.551531+00:00,0.058439687,0.012748419,0.76308984,0.13785614,0.027865836
2021-12-18 16:56:28.012220+00:00,0.056762837,0.016434198,0.75830966,0.13392712,0.03456616
2021-12-18 16:56:29.463386+00:00,0.061528794,0.017244989,0.7284423,0.14268966,0.050094206
2021-12-18 16:56:30.973759+00:00,0.05630787,0.022175549,0.72507876,0.12896498,0.067472845
2021-12-18 16:56:32.489976+00:00,0.057411093,0.017160464,0.7554297,0.13489069,0.03510799
2021-12-18 16:56:33.988243+00:00,0.061811987,0.019596605,0.71430343,0.14007343,0.06421445
2021-12-18 16:56:35.470709+00:00,0.07411374,0.031693485,0.5802451,0.1504665,0.16348125
2021-12-18 16:56:39.772996+00:00,0.069925,0.029250108,0.6729534,0.1598341,0.068037204
2021-12-18 16:56:41.007018+00:00,0.0772828,0.022199754,0.6574137,0.16989641,0.07320745
2021-12-18 16:56:42.410529+00:00,0.079168186,0.028812196,0.6348221,0.17654766,0.08064989
2021-12-18 16:56:43.933085+00:00,0.06862173,0.026312232,0.693915,0.16170576,0.04944534
2021-12-18 16:56:45.330559+00:00,0.06490814,0.022773765,0.7145593,0.15226659,0.045492217
2021-12-18 16:56:46.938333+00:00,0.0668944,0.023487657,0.7114288,0.16726905,0.030919997
2021-12-18 16:56:48.484929+00:00,0.057959937,0.01670479,0.7543125,0.13988371,0.031139016
2021-12-18 16:56:49.974676+00:00,0.061390135,0.015323398,0.7389557,0.14128193,0.04304896
2021-12-18 16:56:51.454274+00:00,0.061127737,0.023921395,0.6508609,0.13238437,0.13170558
2021-12-18 16:56:52.907879+00:00,0.06555395,0.030050278,0.5726314,0.13451298,0.1972514
2021-12-18 16:56:54.399626+00:00,0.06540783,0.030544875,0.5230726,0.12799989,0.25297478
2021-12-18 16:56:55.872567+00:00,0.071725875,0.033375017,0.6236297,0.15900543,0.11226394
2021-12-18 16:56:57.346983+00:00,0.06799062,0.029856395,0.566814,0.1369737,0.19836529
2021-12-18 16:56:58.846761+00:00,0.06956862,0.032387044,0.62212837,0.15029922,0.12561676
2021-12-18 16:57:00.330403+00:00,0.06458627,0.030221732,0.5165013,0.12702756,0.26166314
2021-12-18 16:57:01.791329+00:00,0.070351474,0.025498893,0.6857166,0.16173063,0.05670223
2021-12-18 16:57:03.275310+00:00,0.06948398,0.027179135,0.652965,0.15369199,0.096679814
2021-12-18 16:57:04.730734+00:00,0.07395525,0.024019249,0.6827147,0.1720692,0.047241535
2021-12-18 16:57:06.311138+00:00,0.0730818,0.01878739,0.7011206,0.17056362,0.03644668
2021-12-18 16:57:07.746157+00:00,0.06338992,0.015531804,0.7404393,0.1486032,0.03203583
2021-12-18 16:57:09.105175+00:00,0.06781736,0.016458169,0.7201989,0.15661235,0.038913082
2021-12-18 16:57:10.236142+00:00,0.061057016,0.016195094,0.74914074,0.14414969,0.029457396
2021-12-18 16:57:11.700370+00:00,0.07489095,0.021251542,0.6894954,0.17551655,0.038845494
2021-12-18 16:57:13.177050+00:00,0.075459056,0.041076906,0.6484826,0.15047194,0.08450942
2021-12-18 16:57:14.668781+00:00,0.05889932,0.03282026,0.7115235,0.1323656,0.064391375
2021-12-18 16:57:16.124860+00:00,0.05573763,0.02222182,0.75735843,0.1327751,0.03190718
2021-12-18 16:57:17.601461+00:00,0.0566376,0.019088596,0.75280124,0.13279659,0.038675968
2021-12-18 16:57:18.732395+00:00,0.051452395,0.015737804,0.7836277,0.122754715,0.026427392
2021-12-18 16:57:20.020599+00:00,0.06352875,0.012927479,0.7464914,0.14758086,0.02947132
2021-12-18 16:57:21.310495+00:00,0.0646865,0.0109181935,0.7512968,0.15152289,0.021575598
2021-12-18 16:57:22.466671+00:00,0.06693223,0.01098529,0.74404347,0.1573086,0.02073026
2021-12-18 16:57:23.938061+00:00,0.06215359,0.015297179,0.74675906,0.14605942,0.029730754
2021-12-18 16:57:25.401325+00:00,0.0674655,0.014890853,0.7345818,0.16118212,0.02187974
2021-12-18 16:57:26.878365+00:00,0.062290736,0.011594566,0.7566741,0.15976325,0.009677406
2021-12-18 16:57:28.453026+00:00,0.05493502,0.010711356,0.7807103,0.14230305,0.011340358
2021-12-18 16:57:29.972281+00:00,0.05266695,0.009641295,0.7919299,0.13174017,0.014021678
2021-12-18 16:57:31.472871+00:00,0.06275161,0.009779569,0.7586786,0.15520544,0.013584836
2021-12-18 16:57:32.958463+00:00,0.052899323,0.0096455375,0.79173416,0.12503026,0.020690704
2021-12-18 16:57:34.445160+00:00,0.06994965,0.011611473,0.72839487,0.18336765,0.0066762986
2021-12-18 16:57:35.967588+00:00,0.06343809,0.008756521,0.7588495,0.15188937,0.017066507
2021-12-18 16:57:37.519451+00:00,0.055964127,0.0071613467,0.7873389,0.13075851,0.0187771
2021-12-18 16:57:39.009971+00:00,0.061141156,0.009465826,0.76264834,0.1569155,0.009829311
2021-12-18 16:57:40.505511+00:00,0.05980863,0.008405151,0.77219236,0.14174326,0.017850574
2021-12-18 16:57:41.981279+00:00,0.048814815,0.01441137,0.79561794,0.1163113,0.02484461
2021-12-18 16:57:43.391204+00:00,0.052421562,0.033928648,0.7157805,0.120445736,0.07742346
2021-12-18 16:57:44.510993+00:00,0.049016677,0.02106718,0.78163445,0.11912925,0.029152486
2021-12-18 16:57:45.676274+00:00,0.05701778,0.011578401,0.77604336,0.13859485,0.016765753
2021-12-18 16:57:46.688349+00:00,0.063315876,0.010897914,0.7582472,0.15516011,0.012379101
2021-12-18 16:57:48.060187+00:00,0.060215246,0.008484596,0.7721424,0.14353783,0.015619819
2021-12-18 16:57:49.519415+00:00,0.061350163,0.008115896,0.7687631,0.14566548,0.016105318
2021-12-18 16:57:51.078654+00:00,0.07512886,0.0072198436,0.72360176,0.16736196,0.02668753
2021-12-18 16:57:52.591625+00:00,0.070612654,0.0082461815,0.73723006,0.16528386,0.01862724
2021-12-18 16:57:54.106008+00:00,0.065158196,0.007034784,0.75785583,0.15170638,0.018244784
2021-12-18 16:57:55.613287+00:00,0.07989731,0.008023357,0.70900714,0.18009886,0.02297339
2021-12-18 16:57:57.102306+00:00,0.07667576,0.0075230733,0.72304654,0.18145797,0.011296566
2021-12-18 16:57:58.573318+00:00,0.079569295,0.0110258125,0.70111006,0.2004921,0.0078027323
2021-12-18 16:58:00.055661+00:00,0.07706421,0.010745933,0.70984524,0.18648121,0.015863331
2021-12-18 16:58:01.544624+00:00,0.0691143,0.010298946,0.7358888,0.17436253,0.010335488
2021-12-18 16:58:03.056641+00:00,0.063585065,0.01191281,0.75372815,0.15819944,0.012574536
2021-12-18 16:58:04.524501+00:00,0.058162067,0.013851346,0.76242983,0.14508438,0.020472405
2021-12-18 16:58:06.002519+00:00,0.058118753,0.020829165,0.74336725,0.14152986,0.03615488
2021-12-18 16:58:07.461794+00:00,0.05576897,0.016929705,0.76788783,0.13335374,0.026059719
2021-12-18 16:58:08.927856+00:00,0.06082342,0.015018269,0.74320203,0.14105786,0.039898477
2021-12-18 16:58:10.044202+00:00,0.07393017,0.046521638,0.62375844,0.16297385,0.09281594
2021-12-18 16:58:11.394493+00:00,0.076655485,0.048004176,0.61682665,0.16954474,0.08896891
2021-12-18 16:58:12.872946+00:00,0.06233864,0.044129763,0.62435716,0.13566466,0.1335098
2021-12-18 16:58:14.352321+00:00,0.061167978,0.045939587,0.647456,0.13657603,0.10886044
2021-12-18 16:58:15.839279+00:00,0.0568027,0.052947726,0.62847036,0.123022884,0.13875622
2021-12-18 16:58:17.128005+00:00,0.054308552,0.074149214,0.62021905,0.12682372,0.12449934
2021-12-18 16:58:18.140618+00:00,0.063634746,0.0773138,0.6633684,0.16692811,0.028754728
2021-12-18 16:58:19.121260+00:00,0.063634746,0.0773138,0.6633684,0.16692811,0.028754728
2021-12-18 16:58:20.475892+00:00,0.061801314,0.042988796,0.6918733,0.14763284,0.05570368
2021-12-18 16:58:21.512286+00:00,0.064819686,0.041444726,0.68952143,0.16166382,0.04255036
2021-12-18 16:58:22.543939+00:00,0.067872554,0.046414223,0.68680555,0.17532222,0.023585679
2021-12-18 16:58:23.549753+00:00,0.066388376,0.045799915,0.68483144,0.16835247,0.034627903
2021-12-18 16:58:24.588137+00:00,0.0604516,0.043342706,0.6769354,0.14047335,0.07879678
2021-12-18 16:58:25.602255+00:00,0.0604516,0.043342706,0.6769354,0.14047335,0.07879678
2021-12-18 16:58:26.650670+00:00,0.06187706,0.0364436,0.66654193,0.14050868,0.0946289
2021-12-18 16:58:27.674996+00:00,0.067399494,0.02872172,0.6666306,0.15102845,0.08621976
2021-12-18 16:58:28.687545+00:00,0.07414294,0.04381402,0.58680326,0.15837906,0.13686085
2021-12-18 16:58:29.674450+00:00,0.07414294,0.04381402,0.58680326,0.15837906,0.13686085
2021-12-18 16:58:30.657638+00:00,0.07414294,0.04381402,0.58680326,0.15837906,0.13686085
2021-12-18 16:58:32.160944+00:00,0.07038298,0.025389688,0.6926422,0.18843214,0.023152929
2021-12-18 16:58:33.582793+00:00,0.066791676,0.0108826505,0.7408998,0.17102848,0.01039753
2021-12-18 16:58:34.636544+00:00,0.061344877,0.0072339904,0.7704609,0.14442132,0.01653868
2021-12-18 16:58:35.682534+00:00,0.06423344,0.00977416,0.7555533,0.15238203,0.018056834
2021-12-18 16:58:36.727437+00:00,0.054834977,0.015058221,0.77871644,0.13525814,0.016132204
2021-12-18 16:58:37.853171+00:00,0.06165518,0.014484759,0.7569567,0.15294643,0.013957283
